master_id,entry_type,russian,russian_no_accent,japanese,pos,gender,number,imperfective,perfective,aspect_pair_key,case_pattern,source_rounds,source_sections,source_context,frequency,duplicate_group,level,category,card_direction,front,answer,back,tags,needs_review,review_status,review_note,include_in_app,original_card_ids,confidence,,,,,,,,,,
m0807,phrase,с то́чки зре́ния,с точки зрения,〜の観点から,前置詞句,,,,,,,74候補,語彙,論述,1,с точки зрения,2,phrase,ru→ja / ja→ru候補,с то́чки зре́ния,〜の観点から,"答え：〜の観点から
品詞：前置詞句
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,phrase,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0808,phrase,в отли́чие от,в отличие от,〜と違って,前置詞句,,,,,,,70候補,露文和訳,文学語との差,1,в отличие от,2,phrase,ru→ja / ja→ru候補,в отли́чие от,〜と違って,"答え：〜と違って
品詞：前置詞句
出典候補：第70候補
状態：校正用・未確認",russian2,v04,校正用,phrase,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0809,phrase,похожий на,похожии на,〜に似ている,格支配,,,,,,,70,文法I,похожие друг на друга,1,похожии на,2,phrase,ru→ja / ja→ru候補,похожий на,〜に似ている,"答え：〜に似ている
品詞：格支配
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0810,phrase,друг на друга,друг на друга,互いに,代名詞句,,,,,,,70,文法I,похожие друг на друга,1,друг на друга,2,phrase,ru→ja / ja→ru候補,друг на друга,互いに,"答え：互いに
品詞：代名詞句
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0811,phrase,один из,один из,〜の一つ,構文,,,,,,,62候補,語彙,説明,1,один из,2,phrase,ru→ja / ja→ru候補,один из,〜の一つ,"答え：〜の一つ
品詞：構文
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0812,phrase,ни один,ни один,一つも〜ない,代名詞句,,,,,,,62候補,語彙,否定,1,ни один,2,phrase,ru→ja / ja→ru候補,ни один,一つも〜ない,"答え：一つも〜ない
品詞：代名詞句
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0813,phrase,обе стороны́,обе стороны,両側,数詞句,,,,,,,62候補,文法III,обе,1,обе стороны,2,phrase,ru→ja / ja→ru候補,обе стороны́,両側,"答え：両側
品詞：数詞句
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,phrase,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0814,phrase,шесть иностра́нных тури́стов,шесть иностранных туристов,6人の外国人観光客,数詞句,,,,,,,70,文法III,数量表現,1,шесть иностранных туристов,2,phrase,ru→ja / ja→ru候補,шесть иностра́нных тури́стов,6人の外国人観光客,"答え：6人の外国人観光客
品詞：数詞句
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,phrase,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0815,phrase,три изве́стных писа́теля,три известных писателя,3人の有名な作家,数詞句,,,,,,,74,文法III,数量表現,1,три известных писателя,2,phrase,ru→ja / ja→ru候補,три изве́стных писа́теля,3人の有名な作家,"答え：3人の有名な作家
品詞：数詞句
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,phrase,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0816,phrase,две ты́сячи иен,две тысячи иен,2000円,数詞句,,,,,,,84,文法III,数量表現,1,две тысячи иен,2,phrase,ru→ja / ja→ru候補,две ты́сячи иен,2000円,"答え：2000円
品詞：数詞句
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0817,phrase,с пе́рвого ию́ля по деся́тое сентября́,с первого июля по десятое сентября,7月1日から9月10日まで,日付表現,,,,,,,84,文法III,期間,1,с первого июля по десятое сентября,2,phrase,ru→ja / ja→ru候補,с пе́рвого ию́ля по деся́тое сентября́,7月1日から9月10日まで,"答え：7月1日から9月10日まで
品詞：日付表現
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0818,phrase,в две ты́сячи два́дцать тре́тьем году́,в две тысячи двадцать третьем году,2023年に,日付表現,,,,,,,84,文法III,年,1,в две тысячи двадцать третьем году,2,phrase,ru→ja / ja→ru候補,в две ты́сячи два́дцать тре́тьем году́,2023年に,"答え：2023年に
品詞：日付表現
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,phrase,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0819,vocab,ана́лиз,анализ,分析,名詞,男性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,анализ,2,grammar_vocab,ru→ja / ja→ru候補,ана́лиз,分析,"答え：分析
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0820,vocab,пробле́ма,проблема,問題,名詞,女性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,проблема,2,grammar_vocab,ru→ja / ja→ru候補,пробле́ма,問題,"答え：問題
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0821,vocab,вопро́с,вопрос,問い・問題,名詞,男性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,вопрос,2,grammar_vocab,ru→ja / ja→ru候補,вопро́с,問い・問題,"答え：問い・問題
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0822,vocab,отве́т,ответ,答え,名詞,男性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,ответ,2,grammar_vocab,ru→ja / ja→ru候補,отве́т,答え,"答え：答え
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0823,vocab,текст,текст,テキスト・本文,名詞,男性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,текст,2,grammar_vocab,ru→ja / ja→ru候補,текст,テキスト・本文,"答え：テキスト・本文
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0824,vocab,статья́,статья,記事・論文,名詞,女性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,статья,2,grammar_vocab,ru→ja / ja→ru候補,статья́,記事・論文,"答え：記事・論文
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0825,vocab,заголо́вок,заголовок,題名・見出し,名詞,男性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,заголовок,2,grammar_vocab,ru→ja / ja→ru候補,заголо́вок,題名・見出し,"答え：題名・見出し
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0826,vocab,содержа́ние,содержание,内容,名詞,中性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,содержание,2,grammar_vocab,ru→ja / ja→ru候補,содержа́ние,内容,"答え：内容
品詞：名詞
性：中性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0827,vocab,смысл,смысл,意味,名詞,男性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,смысл,2,grammar_vocab,ru→ja / ja→ru候補,смысл,意味,"答え：意味
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0828,vocab,значе́ние,значение,意味・重要性,名詞,中性,,,,,,60-86候補,文法/語彙,v04追加・出典要確認,1,значение,2,grammar_vocab,ru→ja / ja→ru候補,значе́ние,意味・重要性,"答え：意味・重要性
品詞：名詞
性：中性
出典候補：第60-86候補
状態：校正用・未確認",russian2,v04,校正用,grammar_vocab,60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
